color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,adj_gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,adj_budg,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,colordum
Color,Andrew Bergman,51,117,31,210,Rumer Willis,2000,32800000,50173547.48,Comedy|Crime|Drama|Thriller,Demi Moore,Striptease ,34896,3016,Paul Guilfoyle,1,bouncer|breasts|congressman|private dancer|stripper,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1,118,English,USA,R,40000000,61187253.03,1996,472,4.3,1.85,877,1
Color,Andrew Niccol,298,125,487,201,Chandler Canterbury,430,26616999,27422511.79,Action|Adventure|Romance|Sci-Fi|Thriller,J.D. Evermore,The Host ,92461,1300,Rachel Roberts,3,alien|alien creature|body snatching|desert|parasite,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1,347,English,USA,PG-13,40000000,41210523.83,2013,329,5.9,2.35,43000,1
Color,Clint Eastwood,146,110,16000,581,Anjelica Huston,16000,26199517,34953126.61,Action|Crime|Drama|Mystery|Thriller,Clint Eastwood,Blood Work ,34356,18635,Rick Hoffman,1,boat|heart transplant|murder|serial killer|sister,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1,260,English,USA,R,50000000,66705669.82,2002,1000,6.4,2.35,705,1
Color,Brad Bird,162,90,663,521,Harry Connick Jr.,14000,23159305,33363717.38,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Vin Diesel,The Iron Giant ,128455,16358,M. Emmet Walsh,1,boy|friend|government agent|maine|robot,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1,514,English,USA,PG,70000000,100843277.3,1999,631,8,2.35,0,1
Color,Gary Ross,79,139,378,303,Donald Watkins,11000,20389967,20389967,Action|Biography|Drama|History|War,Matthew McConaughey,Free State of Jones ,3077,12786,Jessica Collins,1,american civil war|civil war|u.s. civil war,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,47,English,USA,R,50000000,50000000,2016,552,6.7,1.85,10000,1
Color,Stephen Herek,59,100,65,730,Vanessa Ferlito,1000,19118247,23494690.77,Action|Comedy,Christina Milian,Man of the House ,19829,6171,Kelli Garner,5,cheerleader|cheerleading movie|neo noir|neo western|texas ranger,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1,94,English,USA,PG-13,40000000,49156579.62,2005,923,5.4,2.35,779,1
Color,Jaume Collet-Serra,236,114,174,655,Common,14000,26442251,26775823.4,Action|Crime|Drama|Thriller,Liam Neeson,Run All Night ,76010,16992,Bruce McGill,2,death|drug dealer|limousine|limousine driver|one night,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,205,English,USA,R,50000000,50630756.44,2015,988,6.6,2.35,15000,1
Color,John Stockwell,120,110,134,795,James Frain,23000,18472363,22700954.56,Action|Adventure|Crime|Thriller,Paul Walker,Into the Blue ,63599,25049,Ashley Scott,3,bahamas|blood splatter|cocaine|hairy chest|shark,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1,208,English,USA,PG-13,50000000,61445724.53,2005,1000,5.8,2.35,0,1
Color,David Gordon Green,208,102,234,11000,Zooey Deschanel,20000,21557240,23001295.91,Adventure|Comedy|Fantasy,Natalie Portman,Your Highness ,85237,45202,James Franco,3,knight|prince|quest|rescue|thong bikini,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,274,English,USA,R,49900000,53242653.79,2011,11000,5.6,2.35,18000,1
Color,Costa-Gavras,59,115,333,317,Blythe Danner,972,10556196,15785426.38,Crime|Drama|Thriller,Mia Kirshner,Mad City ,16562,2606,William Atherton,2,hostage|museum|natural history museum|news reporter|reporter,http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1,73,English,USA,PG-13,50000000,74768535.83,1997,713,6.2,2.35,697,1
Color,Patrick Read Johnson,22,99,32,479,Lara Flynn Boyle,1000,16671505,26999176.12,Adventure|Comedy|Crime|Drama|Family,Joe Mantegna,Baby's Day Out ,33186,2949,Cynthia Nixon,1,baby|baby boy|kidnapping|kidnapping a child|taxi,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1,78,English,USA,PG,50000000,80974021.59,1994,619,5.9,1.85,0,1
Color,Roland Joffé,34,135,596,2000,Robert Duvall,10000,10400000,16378430.45,Drama|Romance,Gary Oldman,The Scarlet Letter ,12037,15820,Demi Moore,1,17th century|adultery|letter|pubic hair|swimming,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1,90,English,USA,R,50000000,78742454.07,1995,3000,5.1,2.35,943,1
Color,Doug Liman,214,108,218,405,Ty Burrell,6000,9528092,10487254.54,Biography|Drama|Thriller,Naomi Watts,Fair Game ,38513,10191,Brooke Smith,2,bush administration|cia|interview|iraq|new york times,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1,127,English,USA,PG-13,22000000,24214669.63,2010,3000,6.8,2.35,9000,1
Color,Mark Neveldine,180,95,83,1000,Logan Lerman,18000,20488579,22920999.08,Action|Sci-Fi|Thriller,Gerard Butler,Gamer ,113483,29926,Alison Lohman,1,battle|convict|death|mind control|role playing,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1,245,English,USA,R,50000000,55936039,2009,8000,5.8,1.85,0,1
Color,Richard LaGravenese,231,124,98,592,Zoey Deutch,1000,19445217,20033689.46,Drama|Fantasy|Romance,Alden Ehrenreich,Beautiful Creatures ,67796,3580,Pruitt Taylor Vince,7,dream|escape|magic|magic spell|small town,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,258,English,USA,PG-13,60000000,61815785.75,2013,852,6.2,2.35,14000,1
Color,George Armitage,75,88,5,338,Andrew Wilson,11000,6471394,8222233.244,Comedy|Crime,Morgan Freeman,The Big Bounce ,15880,11972,Willie Nelson,5,breasts|consensual sex|female nudity|judge|surfer,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,93,English,USA,PG-13,50000000,63527527.79,2004,387,4.9,2.35,288,1
Color,Patrick Lussier,296,104,71,982,Billy Burke,12000,10706786,11424002.01,Action|Fantasy|Thriller,Nicolas Cage,Drive Angry ,81800,16481,Katy Mixon,1,baby|cult|oklahoma|sex scene|waitress,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,211,English,USA,R,50000000,53349352.49,2011,2000,5.5,1.85,15000,1
Color,James Wong,98,85,70,848,Jet Li,26000,43905746,59501334.73,Action|Sci-Fi|Thriller,Jason Statham,The One ,77684,32831,Delroy Lindo,1,fight|multiverse|police|police officer|prison,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1,294,English,USA,PG-13,49000000,66405098.81,2001,5000,5.9,2.35,0,1
Color,Renny Harlin,48,104,212,380,Gilbert Gottfried,879,21413502,39322038.06,Action|Adventure|Comedy|Crime|Music|Mystery,Lauren Holly,The Adventures of Ford Fairlane ,14429,2795,David Patrick Kelly,5,detective|groupie|murder|music industry|rock n roll,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,113,English,USA,R,40000000,73452792.65,1990,560,6.3,2.35,2000,1
Color,Steven Spielberg,149,127,14000,440,Julian Glover,11000,197171806,381633981,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Last Crusade ,515306,12884,Alison Doody,5,castle|diary|holy grail|map|nazi,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1,477,English,USA,PG-13,48000000,92905935.48,1989,844,8.3,2.35,0,1
Color,Phillip Noyce,75,118,176,308,Angelina Jolie Pitt,18000,66488090,95783955.68,Crime|Drama|Mystery|Thriller,Denzel Washington,The Bone Collector ,120202,29748,Leland Orser,2,new york city|police|quadriplegic|serial killer|suicide,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,397,English,USA,R,48000000,69149675.87,1999,11000,6.7,2.35,0,1
Color,David O. Russell,150,114,737,393,Jamie Kennedy,2000,60652036,87376429.8,Action|Adventure|Comedy|Drama|War,Judy Greer,Three Kings ,137854,3743,Mykelti Williamson,1,gold|gulf war|iraq|kuwait|map,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,560,English,USA,R,48000000,69149675.87,1999,490,7.1,2.35,3000,1
Color,Iain Softley,140,120,34,1000,Jeff Bridges,18000,50173190,67995013.06,Drama|Mystery|Sci-Fi,Kevin Spacey,K-PAX ,148490,33615,Alfre Woodard,1,extraterrestrial|hospital|patient|planet|science,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1,537,English,USA,PG-13,48000000,65049892.72,2001,12000,7.4,2.35,0,1
Color,James Mangold,125,123,446,821,Natasha Lyonne,20000,47095453,63824045.11,Comedy|Fantasy|Romance,Hugh Jackman,Kate & Leopold ,64595,22209,Bradley Whitford,1,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1,316,English,USA,PG-13,48000000,65049892.72,2001,1000,6.4,1.85,0,1
Color,Harold Ramis,125,93,11000,484,Frances O'Connor,3000,37879996,52795959.35,Comedy|Fantasy|Romance,Brendan Fraser,Bedazzled ,81888,5390,Brian Doyle-Murray,2,contract|devil|dream|soul|wish,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,254,English,USA,PG-13,48000000,66900905.92,2000,575,6,2.35,0,1
Color,James Mangold,295,122,446,600,Logan Lerman,23000,53574088,62026802.41,Adventure|Crime|Drama|Western,Christian Bale,3:10 to Yuma ,237872,33548,Gretchen Mol,1,outlaw|rancher|small western town|stagecoach|train,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,560,English,USA,R,55000000,63677689.34,2007,8000,7.8,2.35,0,1
Color,Warren Beatty,72,105,631,327,Warren Beatty,678,103738726,190497478.3,Action|Comedy|Crime|Music|Romance|Thriller,Charlie Korsmo,Dick Tracy ,47819,2096,Seymour Cassel,1,crime boss|detective|dick tracy|gangster|orphan,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,164,English,USA,PG,100000000,183631981.6,1990,631,6.1,1.85,2000,1
Color,Penny Marshall,89,132,545,807,Adam Garcia,919,29781453,40360006.72,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys ,22447,4796,Alissa Dean,1,boy|college|heroin|working class|writer,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,210,English,USA,PG-13,48000000,65049892.72,2001,811,6.4,1.85,0,1
Color,Stephen Frears,46,108,350,77,Bronagh Gallagher,8000,5600000,8566215.424,Drama|Horror|Romance|Thriller,Julia Roberts,Mary Reilly ,11913,8349,George Cole,1,19th century|butler|housemaid|laboratory|servant,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,97,English,USA,R,47000000,71895022.31,1996,115,5.8,1.85,616,1
Color,P.J. Hogan,84,105,29,692,Christopher Masterson,8000,126805112,189620651.2,Comedy|Romance,Julia Roberts,My Best Friend's Wedding ,98199,12344,Rupert Everett,1,best friend|chick flick|male female friendship|promise|wedding,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,169,English,USA,PG-13,46000000,68787052.96,1997,1000,6.3,2.35,0,1
Color,Joe Roth,142,102,148,135,Rainn Wilson,8000,93607673,126857689.3,Comedy|Romance,Julia Roberts,America's Sweethearts ,47573,9176,Larry King,4,actor|love|movie star|press|publicist,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,343,English,USA,PG-13,48000000,65049892.72,2001,973,5.7,2.35,881,1
Color,Jonathan Frakes,143,111,906,906,Alfre Woodard,1000,92001027,140732252.9,Action|Adventure|Drama|Sci-Fi|Thriller,LeVar Burton,Star Trek: First Contact ,97838,6315,Jonathan Frakes,2,21st century|borg|borg sphere|captain|sphere,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,286,English,USA,PG-13,45000000,68835659.66,1996,1000,7.6,2.35,3000,1
Color,Jimmy Hayward,178,81,39,364,Billy Blair,13000,10539414,11600383.09,Action|Drama|Fantasy|Thriller|Western,Michael Fassbender,Jonah Hex ,45729,14619,Julia Jones,1,confederate|death|independence day|military|terrorist,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,176,English,USA,PG-13,47000000,51731339.66,2010,541,4.7,2.35,0,1
Color,Edward Zwick,65,116,380,826,Matt Damon,18000,58918501,90126530.72,Action|Drama|Mystery|Thriller|War,Denzel Washington,Courage Under Fire ,40126,33233,Scott Glenn,1,bravery|honor|medal of honor|military life|unreliable flashback,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,107,English,USA,R,46000000,70365340.98,1996,13000,6.6,1.85,975,1
Color,Tom Shadyac,73,86,293,255,Swoosie Kurtz,509,181395380,271253339.4,Comedy|Fantasy|Romance,Maura Tierney,Liar Liar ,220392,2070,Randall 'Tex' Cobb,1,birthday|birthday wish|father disappoints child|lie|workaholic,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,243,English,USA,PG-13,45000000,67291682.24,1997,418,6.8,1.85,0,1
Color,Brian Levant,35,91,32,628,Elizabeth Perkins,924,130512915,211363111.9,Comedy|Family|Fantasy,Jonathan Winters,The Flintstones ,60884,3244,Harvey Korman,2,1000000 b.c.|box office hit|lawn mowing|product placement|stone age,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,85,English,USA,PG,45000000,72876619.43,1994,664,4.8,1.33,0,1
Color,David Zucker,151,84,119,750,Pamela Anderson,807,110000082,143482552.6,Comedy,Regina Hall,Scary Movie 3 ,111526,3629,Jenny McCarthy,7,crop circle|farm|orchestral music score|reference to michael jackson|videotape,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,347,English,USA,PG-13,48000000,62610521.74,2003,780,5.5,1.85,0,1
Color,Donald Petrie,140,109,80,213,Wendy Raquel Robinson,545,106807667,148865201.7,Action|Comedy|Crime|Romance,Candice Bergen,Miss Congeniality ,137377,1574,Heather Burns,1,beauty pageant|fbi|female agent|pageant|undercover,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,370,English,USA,PG-13,45000000,62719599.3,2000,337,6.2,1.85,0,1
Color,Joel Schumacher,39,119,541,551,Anthony LaPaglia,821,92115211,149178781.7,Crime|Drama|Mystery|Thriller,Bradley Whitford,The Client ,45798,4043,Brad Renfro,3,boy|brother|lawyer|mafia|senator,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1,94,English,USA,PG-13,45000000,72876619.43,1994,577,6.7,2.35,1000,1
Color,Phillip Noyce,47,117,176,308,Polly Walker,11000,83287363,142477192.7,Action|Thriller,Harrison Ford,Patriot Games ,81442,12757,Patrick Bergin,1,analyst|cia|ira|terrorist|terrorist attack,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,137,English,USA,R,45000000,76980149.68,1992,530,6.9,2.35,0,1
Color,Denis Villeneuve,454,153,777,1000,Jake Gyllenhaal,20000,60962878,62807803.41,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners ,383591,37321,Dylan Minnette,2,child abduction|detective|investigation|police|sex offender,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,620,English,USA,R,46000000,47392102.41,2013,15000,8.1,1.85,86000,1
Color,Antoine Fuqua,109,122,845,854,Snoop Dogg,18000,76261036,103349421,Crime|Drama|Thriller,Denzel Washington,Training Day ,305929,22370,Tom Berenger,2,lapd|narc|narcotics|title spoken by character|training,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,633,English,USA,R,45000000,60984274.42,2001,881,7.7,2.35,0,1
Color,Dean Parisot,213,102,23,436,Enrico Colantoni,25000,71423726,102894323,Adventure|Comedy|Sci-Fi,Alan Rickman,Galaxy Quest ,123558,26998,Robin Sachs,3,alien|alien race|convention|fan|general,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,609,English,USA,PG,45000000,64827821.13,1999,724,7.3,2.35,19000,1
Color,Keenen Ivory Wayans,127,83,322,179,Veronica Cartwright,1000,71277420,96595594.25,Comedy,Natasha Lyonne,Scary Movie 2 ,119590,1645,Andy Richter,7,blow job|demon|exorcism|priest|professor,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,548,English,USA,R,45000000,60984274.42,2001,422,5.2,1.85,0,1
Color,James Bobin,398,103,33,84,Eric Jacobson,970,88625922,94562711.05,Adventure|Comedy|Family|Musical,Bill Cobbs,The Muppets ,75176,1336,Steve Whitmire,3,bel air california|book|friends who live together|the muppets|tribute band,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,252,English,USA,PG,45000000,48014417.24,2011,91,7.1,1.85,26000,1
Color,Stephen Norrington,184,110,45,595,Traci Lords,886,70001065,103072058.9,Action|Horror,Sanaa Lathan,Blade ,191437,3174,Udo Kier,1,1990s|blade|blood|vampire|vampire hunter,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,582,English,USA,R,45000000,66259601.23,1998,650,7.1,2.35,0,1
Color,David McNally,155,107,18,560,Tyra Banks,811,60786269,84722009.66,Comedy|Drama|Music|Romance,Adam Garcia,Coyote Ugly ,90539,3106,Izabella Miko,5,girl in panties|lift skirt|sexual attraction|short shorts|songwriter,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,379,English,USA,PG-13,45000000,62719599.3,2000,625,5.6,2.35,0,1
Color,Albert Hughes,208,122,117,140,Jason Flemyng,40000,31598308,42822219.7,Horror|Mystery|Thriller,Johnny Depp,From Hell ,124765,41636,Ian Richardson,1,freemason|jack the ripper|opium|prostitute|victorian era,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,541,English,USA,R,35000000,47432213.44,2001,1000,6.8,2.35,0,1
Color,Jesse Dylan,94,95,58,3000,Will Ferrell,14000,52580895,64617423.79,Comedy|Family|Romance|Sport,Josh Hutcherson,Kicking & Screaming ,30255,27351,Robert Duvall,1,book|child|slapstick comedy|soccer|suburb,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,118,English,USA,PG,45000000,55301152.07,2005,8000,5.6,2.35,743,1
Color,Joel Zwick,59,93,38,631,Nick Zano,1000,48114556,61131975.87,Comedy|Family|Fantasy|Romance,Dania Ramirez,Fat Albert ,9380,4604,Alice Greczyn,1,animated sequence|junkyard|love|party|television,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,91,English,USA,PG,26000000,33034314.45,2004,641,4.3,2.35,531,1
Color,Wayne Wang,99,112,61,501,Alicia Witt,1000,38360195,45668230.76,Adventure|Comedy|Drama,LL Cool J,Last Holiday ,21215,3757,Timothy Hutton,1,chef|congressman|cook|hotel|senator,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,116,English,USA,PG-13,45000000,53572991.07,2006,976,6.4,2.35,0,1
Color,Curtis Hanson,42,111,161,132,Glenn Morshower,11000,46815748,75817187.79,Action|Adventure|Crime|Thriller,Meryl Streep,The River Wild ,32544,12161,William Lucking,1,criminal|rafting|river|robber|white water rafting,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,69,English,USA,PG-13,45000000,72876619.43,1994,894,6.3,2.35,0,1
Color,David R. Ellis,127,94,160,167,Valerie Cruz,550,32003620,40662217.18,Action|Crime|Thriller,Richard Burgi,Cellular ,79141,1102,Will Beinbrink,1,cell phone|distress signal|family in danger|police|stealing a car,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,355,English,USA,PG-13,25000000,31763763.9,2004,216,6.5,2.35,2000,1
Color,John A. Davis,105,88,8,8000,Meryl Streep,12000,28133159,33492832.8,Adventure|Animation|Comedy|Family|Fantasy,Nicolas Cage,The Ant Bully ,30055,33822,Julia Roberts,1,ant|miniaturization|punishment|shrinking|sudden change in size,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,70,English,USA,PG,50000000,59525545.63,2006,11000,5.9,1.85,593,1
Color,John Gray,39,91,29,322,Bob Gunton,2000,20400913,31206895.64,Action|Comedy|Crime|Drama|Thriller,Alexa PenaVega,The Glimmer Man ,15455,3855,Keenen Ivory Wayans,1,detective|heavy rain|murder|partner|serial killer,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,80,English,USA,R,45000000,68835659.66,1996,461,5.3,1.85,451,1
Color,John Schultz,82,86,13,553,Carter Jenkins,1000,25200412,28192224.57,Adventure|Comedy|Family|Fantasy|Sci-Fi,Malese Jow,Aliens in the Attic ,16580,3423,Tim Meadows,3,alien|attic|boyfriend|mind control|nintendo ds,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,55,English,USA,PG,45000000,50342435.1,2009,701,5.4,1.85,916,1
Color,Susan Stroman,168,134,38,2000,Will Ferrell,11000,19377727,23813569.5,Comedy|Musical,Jon Lovitz,The Producers ,35140,24351,Matthew Broderick,3,accountant|money|opening night|scheme|swedish,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,409,English,USA,PG-13,45000000,55301152.07,2005,8000,6.4,2.35,0,1
Color,Danny Pang,125,99,15,61,Charlie Yeung,12000,15279680,17032879.98,Action|Crime|Thriller,Nicolas Cage,Bangkok Dangerous ,48245,12166,James With,1,deaf|hitman|nightclub|pickpocket|rules of profession,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,154,English,USA,R,40000000,44589624.85,2008,68,5.4,1.85,0,1
Color,Barry Sonnenfeld,87,74,188,865,Janeane Garofalo,11000,7262288,9688715.709,Comedy|Crime|Thriller,Zooey Deschanel,Big Trouble ,17307,13917,Omar Epps,2,airport|fbi agent|person in a car trunk|suitcase|suitcase bomb,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,186,English,USA,PG-13,40000000,53364535.85,2002,1000,6.5,1.85,892,1
Color,George P. Cosmatos,24,103,170,269,Ben Gazzara,849,2154540,3221836.024,Action|Thriller,Sam Waterston,Shadow Conspiracy ,3803,2457,Nicholas Turturro,2,american president|assassin|conspiracy|president|white house,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,41,English,USA,R,45000000,67291682.24,1997,623,4.9,2.35,68,1
Color,Oliver Parker,152,101,32,104,Tim McInnerny,219,8129455,8674023.207,Action|Adventure|Comedy|Crime,Daniel Kaluuya,Johnny English Reborn ,89568,661,Togo Igawa,1,assassin|chinese|conspiracy|gadget|premier,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142,English,USA,PG,45000000,48014417.24,2011,141,6.3,2.35,17000,1
Color,Andrew Davis,119,130,99,812,Daniel Roebuck,11000,183875760,305408093.6,Action|Adventure|Crime|Drama|Mystery|Thriller,Harrison Ford,The Fugitive ,213668,13357,Sela Ward,1,hospital|on the run|one armed man|surgeon|u.s. marshal,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,270,English,USA,PG-13,44000000,73081716.26,1993,1000,7.8,1.85,0,1
Color,Andy Tennant,161,110,72,789,Dorian Missick,18000,67061228,73812067.31,Action|Comedy|Romance,Gerard Butler,The Bounty Hunter ,96565,21554,Peter Greene,1,bounty hunter|death|murder|police officer|reporter,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,135,English,USA,PG-13,40000000,44026672.05,2010,1000,5.5,2.35,0,1
Black and White,Barry Levinson,73,147,272,893,Brad Pitt,22000,53300852,81533317.95,Crime|Drama|Thriller,Robert De Niro,Sleepers ,154487,37076,Minnie Driver,3,boy|guard|kicked in the crotch|prank|sexual abuse,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,259,English,USA,R,44000000,67305978.33,1996,11000,7.5,2.35,0,
Color,Brian Gibson,28,118,13,643,Demi Moore,23000,44834712,68582821.69,Drama|Thriller,Joseph Gordon-Levitt,The Juror ,13995,26907,Anne Heche,1,breasts|mafia|sex scene|temple|woods,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,62,English,USA,R,44000000,67305978.33,1996,2000,5.6,2.35,353,1
Color,Len Wiseman,206,102,235,520,Tony Curran,956,62318875,74191300.75,Action|Adventure|Fantasy|Sci-Fi|Thriller,Sophia Myles,Underworld: Evolution ,156225,2998,Derek Jacobi,1,death|feud|forbidden love|vampire|werewolf,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,502,English,USA,R,50000000,59525545.63,2006,845,6.8,2.35,0,1
Color,Paul McGuigan,159,110,118,287,Spencer Wilding,11000,5773519,5846352.686,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,28618,12876,Daniel Mays,2,assistant|experiment|frankenstein|medical student|scientist,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,English,USA,PG-13,40000000,40504605.15,2015,1000,6,2.35,11000,1
Color,Gus Van Sant,137,136,835,225,Rob Brown,670,51768623,72153495.36,Drama,F. Murray Abraham,Finding Forrester ,73006,1801,Michael Nouri,1,basketball|mentor|new york|school|writing,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,297,English,USA,PG-13,43000000,59932061.56,2000,370,7.3,2.35,0,1
Color,Betty Thomas,116,103,84,664,Viggo Mortensen,12000,37035515,51618948.02,Comedy|Drama,Steve Buscemi,28 Days ,34597,23864,Elizabeth Perkins,1,12 step program|box office hit|car accident|vomiting|wedding,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,194,English,USA,PG-13,43000000,59932061.56,2000,10000,6,1.37,0,1
Color,Roger Kumble,99,90,16,16,Lillian Adams,44,24430272,32592753.15,Comedy|Romance,Judith Chapman,The Sweetest Thing ,46158,132,Chelsea Bond,3,female removes her clothes|roommate|voyeur|voyeurism|wedding,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,403,English,USA,R,43000000,57366876.04,2002,28,5.1,1.85,0,1
Color,Burr Steers,117,99,23,135,Charlie Tahan,405,31136950,34271407.16,Drama|Fantasy|Romance,Augustus Prew,Charlie St. Cloud ,47364,1066,Valerie Tian,1,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,75,English,USA,PG-13,44000000,48429339.25,2010,268,6.5,2.35,0,1
Color,Phil Lord,375,109,97,839,Dax Flame,17000,138447667,144726818.7,Action|Comedy|Crime,Channing Tatum,21 Jump Street ,408302,19968,Rob Riggle,2,narcotics|parody|police|remake|undercover cop,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,345,English,USA,R,42000000,43904866.85,2012,971,7.2,2.35,39000,1
Color,John Hamburg,108,90,29,650,Masi Oka,22000,87856565,111626207.5,Comedy|Romance,Philip Seymour Hoffman,Along Came Polly ,106909,24534,Debra Messing,1,bride|friend|honeymoon|insurance|insurance company,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,268,English,USA,PG-13,42000000,53363123.35,2004,923,5.9,1.85,0,1
Color,Reginald Hudlin,21,117,71,547,Eartha Kitt,723,70100000,119917966.5,Comedy|Drama|Romance,John Witherspoon,Boomerang ,20183,3841,Geoffrey Holder,1,advertising|battle of the sexes|dating|one word title|womanizer,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,41,English,USA,R,40000000,68426799.71,1992,558,5.4,1.85,0,1
Color,Paul Feig,270,123,176,749,William Xifaras,975,159578352,164407686.9,Action|Comedy|Crime,Michael Rapaport,The Heat ,133177,4825,Demián Bichir,7,drug lord|fbi|fbi agent|hospital|shot in the crotch,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,380,English,USA,R,43000000,44301313.12,2013,815,6.6,2.35,24000,1
